333
79.9467576	6.8445428
79.9717522	6.9000623
79.9410585	6.9049822
79.9134309	6.8888135
79.9747674	6.9194924
79.8561692	6.8867292
79.944071	6.8382446
79.8995936	6.89014
79.9506551	6.9057657
79.8585937	6.905612
79.861243	6.9270786
79.9927395	6.8732934
79.9011851	6.8672914
79.9019512	6.8845527
79.9395566	6.888901
79.9082071	6.8786373
79.9462189	6.9099746
79.902895	6.9000263
79.8913368	6.918652
79.9047227	6.8695218
79.9261226	6.9161017
79.924918	6.8905834
79.9154836	6.9022655
79.9281692	6.876698
79.9678657	6.8985573
79.8950238	6.9204921
79.9479658	6.8443459
79.8773953	6.9117051
79.9514464	6.8699681
79.8951499	6.9047631
79.9735205	6.9180602
79.8882131	6.9091053
79.9446302	6.8604633
79.9270108	6.901117
79.9730724	6.8966878
79.9514464	6.9123126
79.928806	6.8871353
79.8736687	6.8490071
79.9522789	6.8497111
79.8937672	6.9104328
79.9136962	6.9177343
79.9647881	6.8839346
79.9565452	6.8465426
79.8873565	6.9145356
79.941021	6.8381726
79.9490719	6.9128352
79.9586491	6.9054303
79.8959408	6.8846359
79.9780178	6.9194938
79.9626354	6.8860799
79.9514477	6.8691337
79.9082071	6.8786373
79.9170718	6.8807535
79.9053161	6.8749468
79.9063757	6.8844422
79.8532242	6.8966401
79.908053	6.8692495
79.9233376	6.914496
79.9392002	6.9078178
79.8554297	6.8955557
79.9446302	6.8604633
79.9317302	6.9168782
79.9370735	6.8767969
79.9581664	6.8435174
79.9710637	6.9137229
79.9235745	6.8496566
79.9192662	6.8678481
79.9455466	6.8795729
79.9475195	6.8802494
79.9737358	6.9073678
79.9863869	6.8661878
79.925791	6.8910012
79.9492092	6.8619604
79.9037444	6.8709333
79.9313567	6.908863
79.9654324	6.8411652
79.9780178	6.8559758
79.9369903	6.8797294
79.9455283	6.8606925
79.9208443	6.8767638
79.9056378	6.8889967
79.9525226	6.8663246
79.8902806	6.8689015
79.9208324	6.9165531
79.8954802	6.9005375
79.8952433	6.9059081
79.9041177	6.8642462
79.8902806	6.8689015
79.9916201	6.8468828
79.8908783	6.9243522
79.956793	6.904388
79.9654945	6.8802027
79.9003165	6.8838738
79.9150724	6.8665559
79.9019512	6.8845527
79.9544948	6.8491846
79.9290394	6.896981
79.9239597	6.8995749
79.9878053	6.8310547
79.9263362	6.8756501
79.9044776	6.8849595
79.9063757	6.8844422
79.9562793	6.869402
79.9417294	6.9091938
79.9475195	6.8802494
79.9630242	6.8569013
79.9453315	6.8665435
79.9160174	6.8791518
79.9222869	6.8979941
79.9134309	6.8888135
79.9737358	6.9073678
79.9452965	6.8647763
79.8919954	6.9108812
79.9047916	6.9144009
79.9501159	6.9006789
79.9433694	6.8565968
79.9455466	6.8795729
79.9100678	6.8693799
79.9928375	6.877345
79.9636482	6.9272413
79.956793	6.904388
79.8950238	6.9204921
79.9484346	6.8463993
79.944071	6.8382446
79.8786273	6.9380045
79.9225634	6.8949107
79.9970966	6.8474433
79.924918	6.8905834
79.9939328	6.8382849
79.9150724	6.9062472
79.9475195	6.8802494
79.8902806	6.8689015
79.8903651	6.8583191
79.9066763	6.9113627
79.9212911	6.8762538
79.9475999	6.8867552
79.9696277	6.8743192
79.9501159	6.9006789
79.8769991	6.9093453
79.9767117	6.8395786
79.8795791	6.9131631
79.9301344	6.8772447
79.951166	6.8772404
79.9612576	6.8993325
79.912383	6.88284
79.8895282	6.8934861
79.9057806	6.8692266
79.940912	6.9004079
79.9085825	6.8711646
79.9697447	6.9163104
79.9524685	6.9127571
79.9695742	6.9031666
79.9455283	6.8606925
79.9595869	6.880506
79.9350223	6.9092808
79.9118862	6.8692875
79.9150724	6.9141883
79.9696277	6.8743192
79.9745035	6.9116088
79.8808464	6.9129722
79.944071	6.8382446
79.9038774	6.8689647
79.9775091	6.9133567
